date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:08:44	40959/40959	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:42%20GMT	https://laravel.com/docs/master/container	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/container.html	(from https://laravel.com/docs/master)
11:08:44	36463/36463	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:42%20GMT	https://laravel.com/docs/master/providers	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/providers.html	(from https://laravel.com/docs/master)
11:08:44	43953/43953	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:43%20GMT	https://laravel.com/docs/master/facades	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/facades.html	(from https://laravel.com/docs/master)
11:08:46	42205/42205	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:44%20GMT	https://laravel.com/docs/master/contracts	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/contracts.html	(from https://laravel.com/docs/master)
11:08:46	46031/46031	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:45%20GMT	https://laravel.com/docs/master/routing	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/routing.html	(from https://laravel.com/docs/master)
11:08:47	39642/39642	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:45%20GMT	https://laravel.com/docs/master/middleware	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/middleware.html	(from https://laravel.com/docs/master)
11:08:48	33914/33914	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:46%20GMT	https://laravel.com/docs/master/csrf	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/csrf.html	(from https://laravel.com/docs/master)
11:08:49	48389/48389	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:47%20GMT	https://laravel.com/docs/master/controllers	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/controllers.html	(from https://laravel.com/docs/master)
11:08:50	46751/46751	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:48%20GMT	https://laravel.com/docs/master/requests	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/requests.html	(from https://laravel.com/docs/master)
11:08:51	44197/44197	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:49%20GMT	https://laravel.com/docs/master/responses	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/responses.html	(from https://laravel.com/docs/master)
11:08:51	38009/38009	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:49%20GMT	https://laravel.com/docs/master/views	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/views.html	(from https://laravel.com/docs/master)
11:08:52	43390/43390	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:51%20GMT	https://laravel.com/docs/master/session	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/session.html	(from https://laravel.com/docs/master)
11:08:54	82817/82817	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:52%20GMT	https://laravel.com/docs/master/validation	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/validation.html	(from https://laravel.com/docs/master)
11:08:55	40288/40288	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:53%20GMT	https://laravel.com/docs/master/errors	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/errors.html	(from https://laravel.com/docs/master)
11:08:56	48955/48955	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:54%20GMT	https://laravel.com/docs/master/blade	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/blade.html	(from https://laravel.com/docs/master)
11:08:57	36954/36954	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:56%20GMT	https://laravel.com/docs/master/localization	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/localization.html	(from https://laravel.com/docs/master)
11:08:58	36238/36238	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:56%20GMT	https://laravel.com/docs/master/frontend	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/frontend.html	(from https://laravel.com/docs/master)
11:08:59	48760/48760	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:57%20GMT	https://laravel.com/docs/master/mix	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/mix.html	(from https://laravel.com/docs/master)
11:08:59	58725/58725	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:58%20GMT	https://laravel.com/docs/master/authentication	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/authentication.html	(from https://laravel.com/docs/master)
11:09:00	66329/66329	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:58%20GMT	https://laravel.com/docs/master/passport	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/passport.html	(from https://laravel.com/docs/master)
11:09:01	51059/51059	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:08:59%20GMT	https://laravel.com/docs/master/authorization	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/authorization.html	(from https://laravel.com/docs/master)
11:09:02	32378/32378	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:00%20GMT	https://laravel.com/docs/master/encryption	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/encryption.html	(from https://laravel.com/docs/master)
11:09:02	31569/31569	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:01%20GMT	https://laravel.com/docs/master/hashing	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/hashing.html	(from https://laravel.com/docs/master)
11:09:03	35082/35082	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:01%20GMT	https://laravel.com/docs/master/passwords	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/passwords.html	(from https://laravel.com/docs/master)
11:09:04	49223/49223	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:02%20GMT	https://laravel.com/docs/master/artisan	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/artisan.html	(from https://laravel.com/docs/master)
11:09:05	61749/61749	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:04%20GMT	https://laravel.com/docs/master/broadcasting	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/broadcasting.html	(from https://laravel.com/docs/master)
11:09:06	46715/46715	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:05%20GMT	https://laravel.com/docs/master/cache	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/cache.html	(from https://laravel.com/docs/master)
11:09:07	87156/87156	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:05%20GMT	https://laravel.com/docs/master/collections	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/collections.html	(from https://laravel.com/docs/master)
11:09:07	44103/44103	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:06%20GMT	https://laravel.com/docs/master/events	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/events.html	(from https://laravel.com/docs/master)
11:09:09	47928/47928	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:07%20GMT	https://laravel.com/docs/master/filesystem	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/filesystem.html	(from https://laravel.com/docs/master)
11:09:09	66783/66783	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:08%20GMT	https://laravel.com/docs/master/helpers	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/helpers.html	(from https://laravel.com/docs/master)
11:09:10	56525/56525	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:08%20GMT	https://laravel.com/docs/master/mail	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/mail.html	(from https://laravel.com/docs/master)
11:09:11	70455/70455	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:09%20GMT	https://laravel.com/docs/master/notifications	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/notifications.html	(from https://laravel.com/docs/master)
11:09:12	43447/43447	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:10%20GMT	https://laravel.com/docs/master/packages	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/packages.html	(from https://laravel.com/docs/master)
11:09:12	60234/60234	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:11%20GMT	https://laravel.com/docs/master/queues	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/queues.html	(from https://laravel.com/docs/master)
11:09:13	42215/42215	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:11%20GMT	https://laravel.com/docs/master/scheduling	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/scheduling.html	(from https://laravel.com/docs/master)
11:09:13	40175/40175	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:12%20GMT	https://laravel.com/docs/master/database	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/database.html	(from https://laravel.com/docs/master)
11:09:15	59070/59070	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:13%20GMT	https://laravel.com/docs/master/queries	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/queries.html	(from https://laravel.com/docs/master)
11:09:16	40316/40316	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:14%20GMT	https://laravel.com/docs/master/pagination	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/pagination.html	(from https://laravel.com/docs/master)
11:09:16	54566/54566	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:15%20GMT	https://laravel.com/docs/master/migrations	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/migrations.html	(from https://laravel.com/docs/master)
11:09:17	34678/34678	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:16%20GMT	https://laravel.com/docs/master/seeding	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/seeding.html	(from https://laravel.com/docs/master)
11:09:18	39454/39454	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:16%20GMT	https://laravel.com/docs/master/redis	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/redis.html	(from https://laravel.com/docs/master)
11:09:18	63170/63170	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:17%20GMT	https://laravel.com/docs/master/eloquent	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/eloquent.html	(from https://laravel.com/docs/master)
11:09:20	74687/74687	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:18%20GMT	https://laravel.com/docs/master/eloquent-relationships	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/eloquent-relationships.html	(from https://laravel.com/docs/master)
11:09:21	37725/37725	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:19%20GMT	https://laravel.com/docs/master/eloquent-collections	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/eloquent-collections.html	(from https://laravel.com/docs/master)
11:09:22	37952/37952	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:20%20GMT	https://laravel.com/docs/master/eloquent-mutators	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/eloquent-mutators.html	(from https://laravel.com/docs/master)
11:09:23	35057/35057	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:21%20GMT	https://laravel.com/docs/master/eloquent-serialization	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/eloquent-serialization.html	(from https://laravel.com/docs/master)
11:09:24	32380/32380	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:22%20GMT	https://laravel.com/docs/master/testing	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/testing.html	(from https://laravel.com/docs/master)
11:09:25	38558/38558	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:23%20GMT	https://laravel.com/docs/master/http-tests	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/http-tests.html	(from https://laravel.com/docs/master)
11:09:25	67610/67610	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:24%20GMT	https://laravel.com/docs/master/dusk	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/dusk.html	(from https://laravel.com/docs/master)
11:09:26	42157/42157	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:24%20GMT	https://laravel.com/docs/master/database-testing	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/database-testing.html	(from https://laravel.com/docs/master)
11:09:26	40271/40271	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:25%20GMT	https://laravel.com/docs/master/mocking	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/mocking.html	(from https://laravel.com/docs/master)
11:09:27	64746/64746	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:25%20GMT	https://laravel.com/docs/master/billing	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/billing.html	(from https://laravel.com/docs/master)
11:09:27	37750/37750	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:26%20GMT	https://laravel.com/docs/master/envoy	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/envoy.html	(from https://laravel.com/docs/master)
11:09:28	43656/43656	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:26%20GMT	https://laravel.com/docs/master/scout	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/master/scout.html	(from https://laravel.com/docs/master)
11:09:29	78593/78593	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:27%20GMT	https://laravel.com/docs/5.3/releases	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/releases.html	(from https://laravel.com/docs/5.3)
11:09:30	117327/117327	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:28%20GMT	https://laravel.com/docs/5.3/upgrade	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/upgrade.html	(from https://laravel.com/docs/5.3)
11:09:30	36060/36060	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:29%20GMT	https://laravel.com/docs/5.3/contributions	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/contributions.html	(from https://laravel.com/docs/5.3)
11:09:31	36441/36441	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:29%20GMT	https://laravel.com/docs/5.3/configuration	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/configuration.html	(from https://laravel.com/docs/5.3)
11:09:31	43350/43350	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:29%20GMT	https://laravel.com/docs/5.3/structure	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/structure.html	(from https://laravel.com/docs/5.3)
11:09:32	34447/34447	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:31%20GMT	https://laravel.com/docs/5.3/lifecycle	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/lifecycle.html	(from https://laravel.com/docs/5.3)
11:09:33	46349/46349	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:32%20GMT	https://laravel.com/docs/5.3/homestead	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/homestead.html	(from https://laravel.com/docs/5.3)
11:09:34	44194/44194	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:32%20GMT	https://laravel.com/docs/5.3/valet	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/valet.html	(from https://laravel.com/docs/5.3)
11:09:34	39845/39845	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:33%20GMT	https://laravel.com/docs/5.3/container	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/container.html	(from https://laravel.com/docs/5.3)
11:09:35	36330/36330	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:33%20GMT	https://laravel.com/docs/5.3/providers	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/providers.html	(from https://laravel.com/docs/5.3)
11:09:36	43685/43685	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:34%20GMT	https://laravel.com/docs/5.3/facades	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/facades.html	(from https://laravel.com/docs/5.3)
11:09:37	41981/41981	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:36%20GMT	https://laravel.com/docs/5.3/contracts	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/contracts.html	(from https://laravel.com/docs/5.3)
11:09:38	44317/44317	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:37%20GMT	https://laravel.com/docs/5.3/routing	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/routing.html	(from https://laravel.com/docs/5.3)
11:09:40	39487/39487	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:38%20GMT	https://laravel.com/docs/5.3/middleware	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/middleware.html	(from https://laravel.com/docs/5.3)
11:09:41	32995/32995	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:39%20GMT	https://laravel.com/docs/5.3/csrf	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/csrf.html	(from https://laravel.com/docs/5.3)
11:09:42	46947/46947	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:40%20GMT	https://laravel.com/docs/5.3/controllers	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/controllers.html	(from https://laravel.com/docs/5.3)
11:09:43	45233/45233	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:41%20GMT	https://laravel.com/docs/5.3/requests	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/requests.html	(from https://laravel.com/docs/5.3)
11:09:43	43973/43973	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:42%20GMT	https://laravel.com/docs/5.3/responses	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/responses.html	(from https://laravel.com/docs/5.3)
11:09:44	43249/43249	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:43%20GMT	https://laravel.com/docs/5.3/session	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/session.html	(from https://laravel.com/docs/5.3)
11:09:45	78603/78603	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:43%20GMT	https://laravel.com/docs/5.3/validation	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/validation.html	(from https://laravel.com/docs/5.3)
11:09:46	37700/37700	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:44%20GMT	https://laravel.com/docs/5.3/views	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/views.html	(from https://laravel.com/docs/5.3)
11:09:46	46765/46765	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:45%20GMT	https://laravel.com/docs/5.3/blade	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/blade.html	(from https://laravel.com/docs/5.3)
11:09:48	35095/35095	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:46%20GMT	https://laravel.com/docs/5.3/localization	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/localization.html	(from https://laravel.com/docs/5.3)
11:09:48	35808/35808	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:46%20GMT	https://laravel.com/docs/5.3/frontend	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/frontend.html	(from https://laravel.com/docs/5.3)
11:09:49	45091/45091	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:47%20GMT	https://laravel.com/docs/5.3/elixir	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/elixir.html	(from https://laravel.com/docs/5.3)
11:09:49	58522/58522	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:48%20GMT	https://laravel.com/docs/5.3/authentication	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/authentication.html	(from https://laravel.com/docs/5.3)
11:09:50	45471/45471	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:48%20GMT	https://laravel.com/docs/5.3/authorization	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/authorization.html	(from https://laravel.com/docs/5.3)
11:09:51	34964/34964	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:49%20GMT	https://laravel.com/docs/5.3/passwords	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/passwords.html	(from https://laravel.com/docs/5.3)
11:09:52	64785/64785	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:51%20GMT	https://laravel.com/docs/5.3/passport	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/passport.html	(from https://laravel.com/docs/5.3)
11:09:53	31903/31903	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:51%20GMT	https://laravel.com/docs/5.3/encryption	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/encryption.html	(from https://laravel.com/docs/5.3)
11:09:54	31445/31445	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:52%20GMT	https://laravel.com/docs/5.3/hashing	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/hashing.html	(from https://laravel.com/docs/5.3)
11:09:55	58923/58923	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:53%20GMT	https://laravel.com/docs/5.3/broadcasting	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/broadcasting.html	(from https://laravel.com/docs/5.3)
11:09:55	46500/46500	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:54%20GMT	https://laravel.com/docs/5.3/cache	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/cache.html	(from https://laravel.com/docs/5.3)
11:09:56	40088/40088	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:55%20GMT	https://laravel.com/docs/5.3/errors	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/errors.html	(from https://laravel.com/docs/5.3)
11:09:57	42289/42289	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:56%20GMT	https://laravel.com/docs/5.3/events	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/events.html	(from https://laravel.com/docs/5.3)
11:09:58	47246/47246	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:56%20GMT	https://laravel.com/docs/5.3/filesystem	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/filesystem.html	(from https://laravel.com/docs/5.3)
11:09:59	49899/49899	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:57%20GMT	https://laravel.com/docs/5.3/mail	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/mail.html	(from https://laravel.com/docs/5.3)
11:09:59	61221/61221	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:58%20GMT	https://laravel.com/docs/5.3/notifications	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/notifications.html	(from https://laravel.com/docs/5.3)
11:10:00	57801/57801	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:09:58%20GMT	https://laravel.com/docs/5.3/queues	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/queues.html	(from https://laravel.com/docs/5.3)
11:10:01	40032/40032	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:10:00%20GMT	https://laravel.com/docs/5.3/database	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/database.html	(from https://laravel.com/docs/5.3)
11:10:02	58949/58949	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:10:00%20GMT	https://laravel.com/docs/5.3/queries	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/queries.html	(from https://laravel.com/docs/5.3)
11:10:02	40064/40064	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:10:01%20GMT	https://laravel.com/docs/5.3/pagination	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/pagination.html	(from https://laravel.com/docs/5.3)
11:10:04	53490/53490	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:10:02%20GMT	https://laravel.com/docs/5.3/migrations	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/migrations.html	(from https://laravel.com/docs/5.3)
11:10:04	34542/34542	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:10:02%20GMT	https://laravel.com/docs/5.3/seeding	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/seeding.html	(from https://laravel.com/docs/5.3)
11:10:04	38523/38523	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:10:03%20GMT	https://laravel.com/docs/5.3/redis	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/redis.html	(from https://laravel.com/docs/5.3)
11:10:06	62984/62984	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:10:04%20GMT	https://laravel.com/docs/5.3/eloquent	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/eloquent.html	(from https://laravel.com/docs/5.3)
11:10:07	71689/71689	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:10:06%20GMT	https://laravel.com/docs/5.3/eloquent-relationships	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/eloquent-relationships.html	(from https://laravel.com/docs/5.3)
11:10:08	37064/37064	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:10:06%20GMT	https://laravel.com/docs/5.3/eloquent-collections	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/eloquent-collections.html	(from https://laravel.com/docs/5.3)
11:10:08	37835/37835	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jul%202017%2006:10:06%20GMT	https://laravel.com/docs/5.3/eloquent-mutators	C:/My%20Web%20Sites/laraDoc/laravel.com/docs/5.3/eloquent-mutators.html	(from https://laravel.com/docs/5.3)
